aX,aY,aZ,gX,gY,gZ
0.885,-0.530,-0.183,-95.154,324.280,-134.094
0.541,-0.354,-0.437,-83.496,307.434,-150.940
0.168,-0.272,-0.698,-90.942,268.860,-164.978
-0.267,-0.186,-1.126,-111.511,209.473,-176.025
-0.777,-0.198,-1.409,-136.658,143.738,-183.228
-1.198,-0.175,-1.403,-174.072,78.369,-182.434
-1.527,-0.104,-0.973,-223.206,11.475,-170.776
-1.911,-0.082,-0.193,-270.996,-62.378,-146.912
-2.225,-0.257,0.769,-298.340,-129.761,-115.173
-2.319,-0.445,1.654,-280.334,-173.645,-80.933
-2.216,-0.504,2.304,-214.111,-186.279,-55.176
-1.942,-0.553,2.665,-131.348,-166.565,-41.443
-1.702,-0.469,2.729,-67.017,-121.826,-33.386
-1.483,-0.419,2.585,-36.072,-67.688,-23.804
-1.446,-0.405,2.254,-38.574,-18.433,-3.357
-1.454,-0.433,1.899,-59.998,23.682,27.832
-1.319,-0.478,1.596,-77.087,59.753,61.707
-1.091,-0.496,1.350,-78.857,77.820,90.881
-0.834,-0.510,1.086,-64.026,70.923,110.901
-0.582,-0.475,0.836,-36.133,48.401,114.197
-0.300,-0.447,0.609,-2.136,23.315,101.929
-0.056,-0.438,0.371,28.992,1.953,83.984
0.173,-0.455,0.133,52.246,-12.817,68.726
0.370,-0.427,-0.079,67.322,-18.188,60.852
0.583,-0.375,-0.237,73.425,-13.672,60.181
0.785,-0.326,-0.315,70.068,-5.615,64.758
0.931,-0.317,-0.376,56.213,0.061,69.153
1.055,-0.251,-0.443,37.537,3.540,66.101
1.150,-0.257,-0.443,22.339,7.141,56.702
1.191,-0.316,-0.459,10.071,6.470,45.654
1.173,-0.401,-0.475,2.197,-0.061,32.471
1.129,-0.489,-0.456,0.183,-10.681,17.517
1.077,-0.577,-0.407,0.732,-23.804,4.944
1.036,-0.654,-0.347,1.587,-36.621,-2.808
1.010,-0.718,-0.267,2.991,-46.326,-6.409
0.985,-0.753,-0.182,4.150,-51.331,-5.615
0.972,-0.782,-0.100,3.113,-51.270,-1.770
0.951,-0.801,-0.027,0.000,-47.119,3.906
0.918,-0.806,0.034,-3.967,-40.222,11.230
0.895,-0.791,0.083,-7.019,-32.471,18.555
0.886,-0.761,0.130,-8.484,-25.940,25.513
0.889,-0.721,0.176,-8.606,-21.423,31.738
0.895,-0.677,0.219,-8.301,-18.921,36.499
0.910,-0.642,0.256,-7.080,-16.968,38.818
0.926,-0.613,0.285,-5.127,-15.564,38.452
0.933,-0.590,0.301,-2.258,-14.893,35.889
0.928,-0.582,0.312,1.282,-14.221,31.006
0.915,-0.580,0.309,5.127,-13.733,19.775
0.876,-0.579,0.290,13.306,-12.268,15.198
0.855,-0.572,0.279,16.235,-10.315,12.207
0.840,-0.563,0.267,17.578,-7.812,10.864
0.832,-0.552,0.256,17.761,-5.554,10.986
0.831,-0.541,0.240,18.005,-3.784,11.169
0.828,-0.536,0.227,18.433,-2.502,11.047
0.820,-0.531,0.211,19.653,-1.587,9.949
0.806,-0.531,0.192,21.179,-1.648,8.606
0.791,-0.529,0.171,22.766,-2.747,7.507
0.778,-0.530,0.150,24.231,-3.784,6.775
0.765,-0.527,0.132,25.146,-4.639,6.897
0.756,-0.528,0.113,25.452,-5.493,7.751
0.753,-0.529,0.097,24.902,-6.287,9.155
0.755,-0.528,0.083,23.743,-7.141,11.414
0.760,-0.526,0.072,21.729,-7.385,13.733
0.762,-0.522,0.068,19.409,-6.653,16.602
0.762,-0.516,0.072,17.334,-6.042,19.592
0.765,-0.508,0.083,15.320,-5.920,22.461
0.773,-0.501,0.093,13.550,-6.592,25.024
0.779,-0.493,0.103,12.756,-7.263,26.611
0.783,-0.487,0.108,12.390,-7.874,27.527
0.786,-0.481,0.108,12.390,-7.935,28.259
0.787,-0.481,0.105,12.329,-8.057,28.442
0.782,-0.485,0.106,12.146,-7.996,27.893
0.776,-0.495,0.107,12.146,-8.057,27.344
0.774,-0.504,0.107,12.695,-8.301,27.161
0.778,-0.509,0.107,13.672,-8.850,27.527
0.785,-0.508,0.106,14.404,-9.338,28.748
0.796,-0.502,0.105,15.503,-9.705,30.273
0.804,-0.498,0.100,16.479,-10.193,31.494
0.812,-0.494,0.095,17.578,-10.986,32.410
0.818,-0.494,0.091,18.921,-11.902,32.593
0.819,-0.493,0.088,20.142,-13.428,32.288
0.817,-0.497,0.084,21.851,-15.442,31.372
0.820,-0.505,0.075,23.926,-17.578,30.273
0.826,-0.511,0.074,26.062,-19.714,29.785
0.831,-0.505,0.073,28.137,-20.935,30.334
0.844,-0.495,0.071,29.236,-21.667,31.311
0.850,-0.479,0.069,29.602,-21.667,31.921
0.857,-0.466,0.068,28.992,-20.752,31.616
0.856,-0.459,0.064,28.015,-19.165,30.518
0.849,-0.455,0.058,27.039,-17.578,29.358
0.849,-0.459,0.052,25.940,-15.686,28.442
