aX,aY,aZ,gX,gY,gZ
0.593,-0.778,0.550,1.648,-6.042,-0.732
0.594,-0.792,0.554,2.380,-3.418,-1.587
0.586,-0.805,0.557,2.563,-0.305,-2.258
0.581,-0.817,0.555,2.625,2.808,-3.235
0.577,-0.826,0.551,3.113,5.127,-3.723
0.572,-0.829,0.546,3.296,6.958,-3.906
0.567,-0.831,0.540,4.395,10.559,-3.174
0.554,-0.823,0.519,5.493,11.780,-2.563
0.551,-0.819,0.503,6.470,13.000,-1.526
0.551,-0.816,0.486,7.446,14.587,-1.160
0.547,-0.808,0.468,8.545,16.113,-0.854
0.546,-0.807,0.447,9.338,16.968,-0.488
0.546,-0.811,0.420,9.644,17.151,-0.610
0.539,-0.817,0.396,9.644,17.456,-1.099
-1.686,-0.692,-0.297,-42.847,-75.684,-10.803
-1.836,-0.722,-0.193,-47.852,-88.684,8.606
-1.940,-0.764,-0.096,-53.223,-100.281,33.569
-2.006,-0.788,0.025,-58.350,-111.328,60.547
-2.034,-0.812,0.163,-63.354,-122.620,87.463
-2.016,-0.848,0.296,-65.979,-135.010,113.281
-1.949,-0.888,0.418,-62.744,-149.231,136.841
-1.853,-0.916,0.616,-42.114,-183.044,172.180
-1.573,-0.954,0.696,-31.921,-202.454,184.082
-1.425,-0.965,0.801,-22.217,-220.642,195.007
-1.273,-0.951,0.945,-12.817,-234.619,206.909
-1.077,-0.906,1.100,-5.737,-240.662,220.886
-0.814,-0.814,1.268,-1.404,-238.831,239.319
-0.491,-0.690,1.520,0.610,-230.286,263.489
-0.064,-0.574,1.749,-1.465,-213.440,293.701
0.397,-0.497,1.925,-12.268,-160.950,346.191
1.713,-0.464,2.416,-8.301,-128.174,362.732
1.963,-0.120,2.245,0.549,-123.108,371.826
2.743,0.094,2.215,14.099,-72.388,380.005
3.334,-0.115,2.513,33.020,16.663,383.484
3.700,0.005,2.456,51.575,54.077,345.032
3.672,0.168,2.255,78.552,39.612,281.555
3.625,0.306,2.152,118.591,11.536,211.426
3.601,0.459,1.987,152.100,-21.301,146.973
3.493,0.560,1.792,169.800,-47.424,102.051
3.358,0.667,1.542,172.729,-49.500,74.280
3.221,0.734,1.374,164.490,-16.846,63.660
3.048,0.754,1.240,147.339,40.466,63.599
2.832,0.755,1.116,125.854,101.868,63.660
2.585,0.715,0.969,106.018,149.719,57.495
2.301,0.662,0.830,91.553,177.368,44.067
2.004,0.619,0.727,82.520,185.547,26.001
1.715,0.577,0.616,76.538,180.542,5.737
1.446,0.535,0.516,72.266,171.204,-12.756
1.195,0.507,0.437,67.627,165.466,-28.259
0.959,0.482,0.349,61.157,166.199,-41.199
0.740,0.479,0.266,52.917,172.180,-50.293
0.545,0.476,0.206,43.884,179.321,-54.871
0.361,0.509,0.138,33.203,182.739,-57.190
0.203,0.593,0.051,22.095,178.162,-59.998
0.099,0.708,0.006,14.465,166.504,-64.148
-0.029,0.848,-0.026,8.667,148.376,-70.251
-0.170,0.987,-0.058,2.014,125.305,-81.116
-0.321,1.120,-0.097,-7.263,100.586,-96.497
-0.471,1.224,-0.120,-18.738,79.041,-112.305
-0.605,1.330,-0.152,-31.799,63.110,-124.207
-0.750,1.406,-0.170,-44.495,54.077,-129.639
-0.904,1.492,-0.145,-55.969,53.345,-130.127
-1.044,1.608,-0.243,-60.425,56.274,-127.808
-1.198,1.807,-0.315,-57.068,52.979,-125.183
-1.320,2.085,-0.426,-58.838,34.302,-125.427
-1.383,2.328,-0.472,-69.336,-0.854,-129.517
-1.359,2.473,-0.519,-89.050,-42.664,-133.179
-1.277,2.540,-0.521,-151.489,-98.999,-127.869
-0.874,2.499,-0.370,-180.847,-99.976,-120.605
-0.661,2.516,-0.327,-206.909,-95.093,-117.737
-0.474,2.438,-0.257,-231.018,-95.764,-123.596
-0.305,2.170,-0.153,-258.667,-101.685,-130.615
-0.062,1.859,0.186,-293.823,-115.845,-138.550
0.085,1.040,0.726,-341.309,-131.531,-148.254
0.129,-0.261,1.454,-399.109,-129.883,-147.278
0.058,-1.457,2.545,-443.359,-92.957,-127.869
-0.031,-2.746,4.000,-460.999,-46.204,-82.703
0.136,-3.392,4.000,-456.787,-4.395,-69.275
1.444,-4.000,4.000,-395.874,95.886,-82.581
1.980,-4.000,4.000,-272.583,123.108,-96.497
1.410,-4.000,4.000,-141.602,-7.019,-150.269
1.043,-3.948,3.883,-32.776,-150.208,-229.065
0.986,-3.662,2.499,53.406,-236.572,-273.865
0.629,-3.338,0.719,105.225,-189.941,-215.515
0.435,-2.766,0.585,66.040,-72.693,-134.155
0.459,-2.594,0.655,15.930,23.254,-50.842
0.627,-2.460,0.740,-10.254,77.087,9.888
0.632,-2.328,0.800,-12.146,83.801,34.607
0.566,-2.043,0.708,-0.671,60.913,23.315
0.515,-1.730,0.593,21.179,45.837,2.686
0.458,-1.444,0.440,46.692,45.959,-2.625
0.424,-1.213,0.329,66.895,54.016,3.784
0.364,-1.004,0.218,77.332,53.467,10.803
0.289,-0.852,0.109,80.383,49.988,15.991
0.259,-0.715,0.053,81.116,51.086,19.775
0.218,-0.593,0.012,80.078,53.589,21.973
0.155,-0.516,-0.008,75.134,55.725,22.461
0.080,-0.474,0.002,61.401,50.781,16.907
-0.048,-0.422,0.097,55.603,44.800,13.611
-0.068,-0.429,0.147,51.819,39.307,11.841
-0.078,-0.448,0.190,49.255,35.034,11.353
-0.089,-0.464,0.230,45.959,30.945,10.742
-0.089,-0.485,0.266,41.870,26.489,9.949
-0.066,-0.500,0.308,38.330,21.362,10.376
-0.038,-0.516,0.345,34.546,16.296,12.512
0.003,-0.540,0.356,30.518,11.536,14.648
0.066,-0.554,0.353,27.161,7.324,14.954
0.132,-0.560,0.348,24.963,3.845,13.611
0.197,-0.562,0.348,23.254,0.488,11.292
0.214,-0.572,0.305,20.691,-3.113,9.338
0.260,-0.583,0.302,14.832,-2.747,6.775
0.353,-0.628,0.296,11.719,-1.892,6.653
0.381,-0.641,0.315,8.667,0.183,7.385
0.418,-0.651,0.340,6.409,2.075,8.423
0.453,-0.653,0.370,4.089,2.441,9.521
0.484,-0.659,0.398,1.892,1.526,10.681
0.517,-0.666,0.429,0.488,0.732,11.230
0.550,-0.670,0.456,-0.549,0.549,11.047
0.571,-0.676,0.488,-1.221,0.427,10.010
0.580,-0.684,0.511,-1.282,0.793,8.484
0.583,-0.696,0.528,-1.221,1.465,6.592
0.586,-0.708,0.540,-0.671,2.075,4.822
0.592,-0.722,0.544,-0.061,2.686,3.479
0.596,-0.732,0.543,0.916,3.601,2.319
0.599,-0.739,0.542,2.014,4.639,1.221
0.598,-0.738,0.541,3.052,5.798,0.427
0.599,-0.740,0.535,3.967,6.653,0.305
0.602,-0.740,0.519,4.761,7.141,0.000
0.604,-0.739,0.507,5.859,7.751,-0.732
0.602,-0.739,0.494,7.263,8.728,-1.221
0.604,-0.738,0.473,8.850,9.766,-1.282
0.612,-0.737,0.446,10.193,10.437,-1.404
0.621,-0.741,0.417,10.803,10.803,-1.465
-2.224,-0.429,-0.537,-2.014,-108.704,-89.294
-2.474,-0.437,-0.627,-2.197,-129.944,-70.313
-2.648,-0.456,-0.640,-10.803,-158.020,-47.241
-2.770,-0.469,-0.594,-27.466,-194.763,-19.592
-2.810,-0.473,-0.482,-49.438,-228.333,10.742
-2.756,-0.488,-0.310,-72.510,-251.953,44.739
-2.651,-0.520,-0.089,-93.628,-262.756,83.313
-2.500,-0.600,0.171,-121.948,-248.596,160.461
-2.077,-0.832,0.705,-120.850,-237.305,193.359
-1.835,-0.964,0.934,-109.314,-235.901,215.088
-1.536,-1.123,1.164,-90.576,-247.437,222.961
-1.271,-1.187,1.419,-78.186,-266.052,225.769
-0.943,-1.227,1.719,-80.994,-278.931,236.633
-0.591,-1.262,2.030,-88.684,-266.296,263.672
-0.083,-1.267,2.325,-91.248,-220.215,306.458
0.954,-1.141,2.791,-72.388,-102.417,381.348
1.650,-1.266,3.223,-51.331,-68.420,398.071
1.665,-0.714,2.964,-28.564,-93.201,388.672
2.004,-0.512,2.799,4.272,-88.623,380.676
2.182,-0.662,2.865,44.739,-28.564,379.517
2.202,-0.276,2.695,70.190,-13.184,341.370
2.169,0.099,2.481,83.801,-20.020,305.115
2.298,0.275,2.334,94.299,-18.188,295.715
2.393,0.456,2.154,100.830,-18.005,285.278
2.459,0.649,1.935,106.567,-19.592,268.799
2.470,0.802,1.709,111.023,-7.996,246.460
2.455,0.902,1.441,111.877,11.475,220.215
2.400,0.954,1.166,108.704,34.058,198.059
2.334,0.999,0.950,100.159,55.420,181.885
2.283,1.030,0.766,84.412,74.402,170.532
2.252,1.019,0.607,63.049,90.942,161.682
2.201,0.946,0.481,39.612,106.873,150.879
2.112,0.852,0.390,17.517,123.474,134.033
1.979,0.766,0.346,-0.244,138.611,111.938
1.809,0.692,0.339,-13.184,152.344,86.975
1.623,0.643,0.341,-20.752,166.870,62.195
1.434,0.616,0.339,-22.339,180.664,38.574
1.251,0.607,0.328,-18.677,189.758,16.541
1.073,0.625,0.308,-12.756,191.895,-4.211
0.893,0.655,0.298,-6.226,187.134,-26.794
0.705,0.704,0.283,-0.427,176.941,-51.392
0.507,0.764,0.259,4.272,163.879,-74.829
0.309,0.831,0.229,7.629,149.170,-95.093
0.128,0.915,0.171,9.827,132.874,-112.915
-0.045,0.994,0.101,11.597,114.441,-128.723
-0.188,1.087,0.031,12.878,93.567,-143.494
-0.288,1.204,-0.040,13.733,72.205,-155.518
-0.395,1.344,-0.103,13.245,53.650,-163.635
-0.484,1.501,-0.153,10.620,41.565,-169.556
-0.556,1.666,-0.216,5.493,36.438,-172.729
-0.610,1.834,-0.277,-2.319,34.790,-172.852
-0.702,2.001,-0.339,-12.756,34.058,-171.448
-0.785,2.233,-0.398,-25.757,37.659,-173.157
-0.895,2.420,-0.467,-34.851,42.297,-177.307
-0.926,2.582,-0.426,-53.711,50.598,-177.307
-0.871,2.700,-0.291,-89.050,52.673,-174.500
-0.787,2.734,-0.074,-130.554,48.340,-165.588
-0.663,2.698,0.126,-173.218,43.396,-154.663
-0.634,2.635,0.315,-208.923,38.696,-150.330
-0.592,2.391,0.467,-240.662,34.302,-159.790
-0.718,2.023,0.557,-265.991,22.461,-185.120
-0.902,1.614,0.532,-287.415,0.977,-216.797
-1.108,1.031,0.585,-309.448,-25.818,-241.577
-1.269,0.356,0.885,-345.154,-49.622,-245.361
-1.389,-0.408,1.548,-395.142,-63.171,-225.586
-1.386,-1.430,2.594,-445.374,-54.993,-120.789
-0.894,-4.000,4.000,-497.681,9.949,-62.561
0.212,-4.000,4.000,-463.196,44.800,-67.139
0.746,-4.000,4.000,-360.168,32.715,-42.053
1.137,-4.000,4.000,-236.084,18.127,-6.531
0.860,-4.000,4.000,-123.596,-46.875,-31.128
0.823,-4.000,3.818,-28.687,-132.751,-125.732
1.095,-4.000,2.891,66.223,-137.451,-189.758
0.920,-3.866,1.755,139.526,-124.451,-153.503
0.720,-2.711,0.452,163.147,-97.656,-81.787
0.819,-2.343,0.223,141.663,-64.270,-15.686
0.998,-1.958,0.202,120.117,-20.813,29.480
1.157,-1.561,0.193,106.384,19.226,54.016
1.121,-1.246,0.150,100.647,51.086,67.200
1.030,-0.959,0.074,97.351,68.481,67.444
0.929,-0.705,0.035,91.980,72.205,63.599
0.819,-0.531,0.062,82.397,74.829,60.242
0.740,-0.389,0.099,71.472,83.435,54.626
0.624,-0.281,0.173,64.148,91.675,48.035
0.472,-0.226,0.186,62.500,88.501,38.696
0.344,-0.207,0.212,65.430,76.294,25.330
0.227,-0.191,0.199,68.481,57.983,11.353
0.142,-0.182,0.233,68.542,41.138,2.258
0.036,-0.183,0.225,65.430,29.114,-1.709
-0.038,-0.205,0.209,60.120,23.376,-3.357
-0.082,-0.241,0.195,52.124,21.973,-3.540
-0.111,-0.282,0.179,43.030,20.630,-2.869
-0.128,-0.310,0.185,34.180,21.667,-2.625
-0.133,-0.339,0.180,25.146,24.902,-2.197
-0.134,-0.381,0.151,17.212,28.198,-1.404
-0.129,-0.423,0.118,12.146,30.579,-0.610
-0.112,-0.457,0.104,9.583,29.236,-0.366
-0.072,-0.485,0.085,7.874,23.315,-0.793
-0.015,-0.517,0.063,5.981,14.465,-1.465
0.030,-0.549,0.051,3.723,5.676,-3.418
0.067,-0.579,0.054,0.732,-5.920,-6.836
0.142,-0.631,0.092,-4.883,-11.719,-7.019
0.181,-0.663,0.117,-7.507,-16.602,-6.775
0.216,-0.690,0.150,-9.949,-19.531,-5.920
0.250,-0.715,0.195,-11.658,-20.508,-4.211
0.289,-0.742,0.236,-12.634,-19.348,-1.526
0.336,-0.761,0.276,-13.062,-16.235,2.319
0.382,-0.778,0.314,-13.794,-11.719,6.653
0.424,-0.792,0.350,-14.771,-7.507,9.766
0.461,-0.815,0.388,-15.930,-5.432,10.925
0.494,-0.839,0.427,-17.151,-6.042,10.437
0.518,-0.863,0.472,-16.724,-8.362,8.911
0.538,-0.882,0.510,-15.320,-10.620,6.897
0.554,-0.904,0.535,-13.672,-12.268,4.700
0.566,-0.924,0.551,-11.536,-13.733,2.502
0.578,-0.938,0.555,-8.911,-14.587,0.488
0.585,-0.946,0.550,-6.104,-13.855,-0.732
0.591,-0.945,0.539,-3.723,-11.597,-0.916
0.597,-0.940,0.524,-2.014,-8.118,0.366
1.028,-1.069,0.456,19.287,66.162,7.874
1.017,-1.083,0.451,20.508,72.693,6.165
0.996,-1.095,0.429,23.132,76.416,2.258
0.953,-1.105,0.419,27.588,76.538,-2.075
0.913,-1.100,0.405,32.654,74.341,-7.935
0.881,-1.086,0.380,38.818,69.824,-14.465
0.837,-1.077,0.357,44.617,64.636,-19.897
0.785,-1.061,0.336,48.523,60.791,-25.024
0.737,-1.034,0.319,50.842,58.655,-29.724
0.689,-1.011,0.301,51.697,58.411,-31.372
0.652,-0.985,0.273,52.002,60.486,-30.212
0.627,-0.961,0.234,52.246,64.697,-27.527
0.600,-0.952,0.187,51.575,72.083,-22.949
0.570,-0.945,0.142,49.683,80.994,-18.433
0.551,-0.926,0.116,47.729,89.172,-15.808
0.548,-0.893,0.083,46.021,94.666,-14.771
0.563,-0.860,0.049,44.861,98.450,-14.221
0.579,-0.812,0.009,43.091,99.854,-15.503
0.595,-0.746,-0.051,41.626,99.182,-19.714
0.601,-0.697,-0.122,39.978,97.473,-26.001
0.581,-0.668,-0.208,37.048,95.215,-34.668
0.531,-0.648,-0.282,33.325,91.370,-45.654
0.456,-0.650,-0.331,27.954,86.243,-57.129
0.356,-0.611,-0.362,19.714,78.674,-68.542
0.233,-0.613,-0.375,10.498,69.519,-78.003
0.096,-0.566,-0.377,1.221,59.509,-86.365
-0.077,-0.564,-0.383,-6.897,49.194,-91.553
-0.219,-0.532,-0.382,-13.794,40.222,-93.811
-0.419,-0.506,-0.388,-19.409,32.227,-93.018
-0.591,-0.482,-0.370,-25.085,25.818,-89.050
-0.870,-0.483,-0.330,-32.410,19.165,-82.275
-1.160,-0.485,-0.310,-38.574,10.742,-73.669
-1.477,-0.458,-0.328,-43.335,0.000,-63.354
-1.785,-0.455,-0.378,-46.814,-18.982,-52.979
-2.148,-0.455,-0.432,-48.645,-45.349,-42.908
-2.443,-0.487,-0.389,-48.584,-63.354,-29.114
-2.692,-0.510,-0.328,-49.622,-72.021,-4.395
-2.850,-0.499,-0.238,-52.856,-81.604,28.625
-2.913,-0.479,-0.114,-58.594,-94.238,65.674
-2.910,-0.475,0.051,-65.430,-108.398,101.990
-2.844,-0.512,0.218,-70.129,-125.305,134.949
-2.703,-0.533,0.316,-68.848,-148.437,178.284
-2.334,-0.536,0.415,-45.898,-208.496,188.416
-2.146,-0.525,0.497,-34.424,-236.511,196.594
-1.943,-0.520,0.597,-27.039,-254.639,207.642
-1.707,-0.532,0.742,-20.996,-261.047,223.450
-1.438,-0.544,0.928,-15.137,-257.874,242.859
-1.061,-0.585,1.117,-8.667,-248.779,263.184
-0.666,-0.588,1.338,-7.324,-238.647,284.973
-0.180,-0.567,1.662,-17.761,-229.309,340.393
1.076,-0.524,2.183,-42.542,-174.744,374.573
1.971,-0.387,2.373,-42.358,-122.742,412.964
2.973,-0.444,3.058,-36.255,-88.135,440.857
3.246,-0.328,2.823,-32.104,-115.845,437.256
3.598,-0.131,2.472,-14.832,-37.109,416.504
4.000,0.006,2.482,34.729,95.886,384.521
4.000,-0.169,2.662,91.187,155.701,351.624
4.000,0.314,2.293,119.568,104.553,270.508
4.000,0.545,2.010,144.775,33.142,176.819
3.898,0.659,1.882,174.500,-9.766,100.220
3.675,0.845,1.689,192.444,-38.147,42.114
3.305,1.018,1.361,194.702,-46.326,7.874
2.970,1.118,1.111,187.805,-17.456,-4.761
2.736,1.164,0.932,170.654,37.842,-3.174
2.504,1.172,0.756,143.616,96.375,3.174
2.244,1.141,0.591,112.915,145.447,5.005
1.958,1.086,0.460,85.510,181.641,-3.113
1.647,1.052,0.357,64.026,200.806,-20.813
1.330,1.017,0.265,48.706,201.416,-44.189
1.034,0.976,0.168,37.415,187.988,-68.726
0.796,1.003,0.079,27.222,169.312,-90.698
0.575,1.045,-0.002,17.639,154.724,-106.262
0.366,1.087,-0.056,7.935,147.217,-116.272
0.177,1.134,-0.090,-2.686,143.921,-124.512
-0.020,1.162,-0.058,-13.428,140.747,-133.789
-0.228,1.222,-0.042,-19.775,135.864,-144.409
-0.414,1.252,-0.062,-21.912,129.028,-151.062
-0.594,1.267,-0.106,-21.423,116.455,-153.198
-0.788,1.331,-0.142,-23.437,94.727,-152.588
-0.963,1.372,-0.195,-30.457,67.993,-148.499
-1.123,1.381,-0.284,-39.246,44.922,-130.920
-1.357,1.377,-0.422,-66.895,15.564,-117.615
-1.414,1.389,-0.386,-84.656,8.240,-100.403
-1.399,1.374,-0.324,-99.121,4.395,-79.163
-1.332,1.385,-0.158,-108.704,-1.038,-56.152
-1.236,1.402,0.088,-117.126,-9.766,-34.058
-1.043,1.366,0.251,-122.925,-22.339,-14.160
-0.781,1.371,0.373,-126.160,-38.025,-3.601
-0.562,1.393,0.491,-137.024,-56.641,-11.230
-0.371,1.403,0.553,-156.738,-70.923,-32.898
-0.119,1.391,0.670,-183.777,-75.623,-54.260
0.077,1.232,0.756,-212.952,-73.181,-69.702
0.252,0.833,0.888,-237.366,-73.364,-81.421
0.482,0.280,1.049,-259.460,-78.857,-91.431
0.722,-0.468,1.595,-276.672,-95.215,-102.234
0.559,-1.750,1.575,-286.987,-142.578,-169.617
1.088,-3.258,3.093,-268.372,-73.669,-152.344
0.835,-3.737,3.771,-248.779,-71.533,-114.319
0.981,-4.000,4.000,-231.018,-57.251,-74.158
1.160,-4.000,3.867,-189.636,-40.344,-63.049
1.372,-4.000,3.394,-115.356,-35.034,-90.149
1.258,-4.000,2.781,-34.790,-51.208,-119.324
1.139,-3.794,2.021,22.766,-70.435,-146.973
1.046,-3.419,1.387,59.387,-65.674,-150.391
0.914,-2.993,0.968,73.608,-40.344,-125.122
0.864,-2.648,0.684,69.092,-6.775,-82.336
0.884,-2.371,0.563,57.617,25.330,-35.828
0.876,-2.122,0.482,47.180,47.302,-1.160
0.876,-1.890,0.410,44.006,58.289,14.771
0.836,-1.648,0.336,46.021,60.364,15.869
0.747,-1.404,0.255,49.377,57.190,-0.183
0.545,-0.958,0.182,59.326,55.237,-3.052
0.463,-0.782,0.151,67.261,55.237,-4.578
0.382,-0.635,0.103,75.195,56.641,-5.554
0.301,-0.516,0.042,80.322,55.847,-6.226
0.230,-0.429,-0.020,82.275,51.819,-7.446
0.150,-0.354,-0.076,80.566,46.509,-9.888
0.078,-0.309,-0.109,75.562,40.894,-11.658
0.029,-0.283,-0.122,68.604,34.973,-11.658
-2.095,-0.677,-0.472,-26.367,-76.050,-53.406
-2.438,-0.661,-0.445,-14.587,-87.708,-28.687
-2.627,-0.648,-0.377,-4.761,-106.934,5.310
-2.662,-0.663,-0.317,-0.305,-130.859,42.847
-2.681,-0.663,-0.250,-3.662,-156.982,74.951
-2.690,-0.670,-0.143,-14.709,-180.725,100.037
-2.660,-0.688,-0.001,-30.457,-196.838,125.183
-2.586,-0.705,0.204,-45.715,-205.078,157.166
-2.423,-0.708,0.486,-56.702,-206.116,195.374
-2.145,-0.708,0.797,-59.814,-202.942,234.375
-1.818,-0.706,1.113,-52.734,-202.026,267.883
-1.370,-0.729,1.444,-33.325,-202.881,291.016
-0.805,-0.738,1.684,-2.319,-204.773,302.124
-0.244,-0.713,1.805,27.100,-208.923,302.307
0.158,-0.553,2.036,21.973,-215.271,304.138
0.744,-0.522,2.272,-5.676,-207.947,320.679
1.213,-0.560,2.890,-16.052,-198.486,347.534
1.617,-0.316,2.818,0.549,-222.351,361.694
2.402,-0.121,2.760,22.034,-160.583,373.596
3.210,0.133,2.612,35.034,-69.580,372.192
3.356,0.132,2.474,45.593,3.845,362.000
3.398,-0.014,2.413,63.965,32.471,335.266
3.187,0.048,2.129,91.980,-10.315,260.132
3.056,0.155,1.959,129.028,-69.885,175.598
2.960,0.230,1.821,159.790,-101.685,121.704
2.771,0.325,1.572,167.053,-104.187,93.750
2.639,0.416,1.349,155.518,-74.524,94.727
2.434,0.391,1.095,130.066,-25.024,119.019
2.431,0.405,0.992,97.656,26.367,142.029
2.295,0.328,0.800,68.848,53.955,159.790
2.339,0.321,0.640,48.096,72.449,164.368
2.323,0.337,0.525,32.715,86.731,159.485
2.276,0.398,0.458,17.761,96.741,152.954
2.212,0.445,0.387,-0.427,105.835,146.667
2.142,0.472,0.346,-18.066,114.929,138.245
2.042,0.461,0.346,-34.607,125.305,125.793
1.912,0.431,0.389,-48.340,137.939,92.957
1.761,0.418,0.470,-48.523,177.185,69.397
1.406,0.411,0.537,-37.720,191.162,46.021
1.224,0.420,0.489,-23.193,193.298,20.569
1.030,0.461,0.426,-6.653,182.739,-5.554
0.854,0.504,0.349,8.362,164.612,-31.799
0.681,0.534,0.268,21.179,144.897,-56.213
0.504,0.565,0.187,29.663,126.038,-78.369
0.337,0.612,0.120,34.363,108.704,-98.572
0.207,0.670,0.052,35.095,93.262,-114.258
0.103,0.732,-0.008,31.311,78.125,-124.390
0.018,0.779,-0.058,24.170,65.063,-130.005
-0.035,0.831,-0.101,15.442,56.458,-132.996
-0.067,0.893,-0.131,6.348,52.185,-134.155
-0.081,0.951,-0.156,-2.136,50.110,-134.521
-0.101,1.010,-0.194,-10.315,49.133,-134.949
-0.135,1.078,-0.212,-18.372,48.645,-136.353
-0.169,1.165,-0.203,-26.367,48.401,-139.893
-0.200,1.313,-0.180,-35.217,48.035,-143.127
-0.295,1.353,-0.166,-41.565,47.485,-147.339
-0.394,1.443,-0.124,-44.556,47.729,-154.724
-0.470,1.533,-0.019,-49.194,47.302,-158.508
-0.593,1.651,0.091,-57.983,45.471,-159.546
-0.731,1.747,0.247,-67.383,43.945,-158.508
-0.825,1.794,0.386,-73.669,43.457,-154.724
-0.860,1.820,0.454,-77.148,40.710,-149.231
-0.859,1.823,0.480,-78.491,31.433,-145.020
-0.836,1.852,0.500,-82.703,16.724,-148.926
-0.776,1.827,0.524,-91.919,3.235,-159.973
-0.678,1.692,0.531,-103.455,-4.822,-168.579
-0.564,1.571,0.525,-116.882,-10.925,-171.448
-0.501,1.291,0.548,-140.198,-14.160,-171.936
-0.478,0.593,0.415,-181.519,-12.756,-173.401
-0.467,-0.352,0.203,-228.577,-8.057,-173.828
-0.476,-1.217,0.247,-266.907,-5.615,-167.908
-0.432,-1.900,0.705,-301.392,-4.272,-152.832
0.088,-3.043,2.199,-361.206,-7.568,-73.303
0.565,-3.484,3.084,-360.474,6.531,-23.193
1.186,-3.868,3.489,-325.623,26.428,10.376
1.772,-4.000,3.470,-257.141,33.630,16.418
1.937,-4.000,3.125,-178.894,9.583,-12.146
1.946,-4.000,2.574,-113.464,-31.311,-70.618
1.906,-3.898,1.946,-59.753,-68.542,-128.784
1.751,-3.642,1.410,-14.343,-89.600,-161.621
1.488,-3.415,1.039,16.663,-76.416,-162.781
1.310,-3.092,0.750,30.945,-38.635,-142.639
1.178,-2.807,0.559,37.781,1.160,-110.168
1.040,-2.568,0.412,39.673,37.476,-75.867
0.914,-2.252,0.286,38.330,61.951,-53.894
0.758,-1.967,0.174,38.879,69.885,-45.898
0.570,-1.708,0.109,43.091,64.331,-46.753
0.414,-1.436,0.078,48.584,51.392,-48.401
0.257,-1.207,0.093,57.312,42.664,-45.654
0.131,-1.031,0.089,69.397,43.762,-37.964
0.030,-0.894,0.061,80.750,49.011,-26.062
-0.041,-0.766,0.008,88.684,49.927,-13.916
-0.085,-0.661,-0.035,91.431,45.166,-4.211
-0.112,-0.567,-0.075,88.989,31.494,10.010
-0.137,-0.463,-0.108,71.350,26.184,16.357
-0.127,-0.433,-0.113,59.875,22.522,22.095
-0.106,-0.418,-0.107,47.852,19.165,27.100
-0.076,-0.406,-0.093,36.499,15.869,30.457
-0.050,-0.403,-0.074,26.733,11.902,31.494
-0.032,-0.412,-0.049,18.066,7.141,30.762
-0.015,-0.427,-0.006,9.583,2.319,28.809
0.005,-0.451,0.060,2.625,-2.380,27.222
0.044,-0.484,0.120,-1.282,-5.188,27.466
0.085,-0.527,0.164,-3.113,-5.371,28.381
0.119,-0.579,0.194,-5.554,-5.615,27.710
0.153,-0.626,0.227,-8.606,-7.812,25.330
0.184,-0.673,0.259,-11.169,-12.634,21.973
0.218,-0.716,0.281,-12.268,-18.860,18.555
0.254,-0.747,0.299,-12.573,-24.048,15.686
0.297,-0.764,0.318,-12.085,-26.184,12.146
0.396,-0.794,0.358,-10.376,-24.109,11.414
0.449,-0.802,0.376,-7.935,-20.874,10.559
0.495,-0.812,0.388,-5.676,-18.372,9.338
0.533,-0.821,0.394,-4.028,-17.395,7.202
0.562,-0.830,0.400,-3.052,-18.005,3.906
0.579,-0.837,0.411,-2.136,-19.104,0.549
0.589,-0.848,0.410,-0.977,-20.386,-1.160
0.599,-0.856,0.401,0.427,-21.301,-1.465
0.610,-0.858,0.391,1.404,-20.874,-1.465
-1.966,-0.613,-0.548,-44.312,-134.216,-105.469
-2.290,-0.670,-0.554,-35.400,-128.113,-79.285
-2.512,-0.700,-0.517,-26.733,-122.620,-42.297
-2.627,-0.701,-0.442,-22.644,-120.728,-1.526
-2.662,-0.676,-0.364,-25.269,-128.113,37.476
-2.664,-0.643,-0.253,-34.363,-145.874,71.472
-2.613,-0.590,-0.093,-48.279,-168.701,102.112
-2.501,-0.577,0.084,-64.453,-190.491,133.301
-2.328,-0.597,0.255,-79.529,-206.055,164.917
-2.126,-0.643,0.443,-89.111,-213.318,218.323
-1.636,-0.756,0.943,-79.285,-206.604,236.877
-1.278,-0.795,1.178,-56.519,-199.341,251.038
-0.904,-0.825,1.417,-30.823,-194.031,260.315
-0.558,-0.777,1.632,-19.165,-190.063,267.944
-0.210,-0.746,1.854,-31.250,-184.143,284.790
0.262,-0.689,2.048,-48.889,-164.185,315.308
0.931,-0.521,2.262,-54.749,-125.366,356.873
2.106,-0.620,2.851,-52.856,-78.491,400.452
2.224,-0.239,2.596,-56.030,-88.440,416.077
2.619,-0.141,2.391,-49.011,-58.105,410.217
3.311,-0.015,2.363,-18.066,28.381,385.803
3.656,-0.201,2.509,24.048,80.627,353.210
3.264,0.047,2.071,53.833,51.392,291.931
3.112,0.048,1.958,81.055,25.696,233.337
2.986,0.147,1.795,105.469,-5.859,176.025
2.811,0.288,1.609,121.582,-46.875,125.427
2.666,0.351,1.503,128.296,-58.105,99.182
2.559,0.396,1.362,122.009,-36.682,92.651
2.389,0.438,1.208,104.858,1.343,98.511
2.238,0.493,1.041,82.886,45.288,110.168
2.159,0.541,0.887,61.768,84.717,119.202
2.091,0.551,0.729,45.410,106.812,121.094
2.000,0.574,0.563,33.508,113.708,113.708
